Aaron BROWN, carrera 100 m, Torneo de Jordan, 1, 9764.0
Antti RUUSKANEN, lanzamiento de jabalina, Torneo de Niger, 5, 9966.0
Antti RUUSKANEN, lanzamiento de jabalina, Torneo de Romania, 2, 9069.0
Anzhelika SIDOROVA, salto con pertiga, Torneo de Sri Lanka, 6, 667.0
Anzhelika SIDOROVA, salto con pertiga, Torneo de Netherlands, 9, 606.0
Apostolos PARELLIS, lanzamiento de disco, Torneo de Iraq, 1, 7898.0
Apostolos PARELLIS, lanzamiento de disco, Torneo de Bolivia, 4, 7188.0
Ariana INCE, lanzamiento de jabalina, Torneo de Kuwait, 4, 9967.0
Ariana INCE, lanzamiento de jabalina, Torneo de Norway, 4, 9064.0
Armand DUPLANTIS, salto con pertiga, Torneo de Rwanda, 1, 667.0
Armand DUPLANTIS, salto con pertiga, Torneo de Czechia, 1, 606.0
Armin SINANČEVIĆ, lanzamiento de bala, Torneo de Sierra Leone, 4, 2520.0
Armin SINANČEVIĆ, lanzamiento de bala, Torneo de Indonesia, 10, 2292.0
Arshad NADEEM, lanzamiento de jabalina, Torneo de Japan, 10, 9968.0
Arshad NADEEM, lanzamiento de jabalina, Torneo de Finland, 10, 9062.0
Arthur CISSÉ, carrera 100 m, Torneo de Georgia, 1, 9760.0
Arthur CISSÉ, carrera 100 m, Torneo de Eritrea, 1, 10735.0
Asefa MENGSTU, carrera 42000 m, Torneo de Japan, 1, 7302153.0
Asefa MENGSTU, carrera 42000 m, Torneo de Honduras, 1, 8030109.0
Ashete BEKERE, carrera 42000 m, Torneo de Cabo Verde, 1, 7304332.0
Ashete BEKERE, carrera 42000 m, Torneo de Netherlands, 1, 8027313.0
Ashley SPENCER, carrera 400 m con vallas, Torneo de France, 1, 46092.0
Ashley SPENCER, carrera 400 m con vallas, Torneo de Iraq, 1, 50674.0
Augusto DUTRA, salto con pertiga, Torneo de Qatar, 9, 667.0
Augusto DUTRA, salto con pertiga, Torneo de Liberia, 10, 606.0
Axumawit EMBAYE, carrera 1500 m, Torneo de Mongolia, 1, 208867.0
Axumawit EMBAYE, carrera 1500 m, Torneo de Algeria, 1, 229647.0
Ayanleh SOULEIMAN, carrera 1500 m, Torneo de Mongolia, 1, 208842.0
Ayanleh SOULEIMAN, carrera 1500 m, Torneo de Armenia, 1, 229580.0
Ayanleh SOULEIMAN, carrera 800 m, Torneo de Barbados, 1, 101918.0
Ayanleh SOULEIMAN, carrera 800 m, Torneo de Rwanda, 1, 112066.0
Ayomide FOLORUNSO, carrera 400 m con vallas, Torneo de South Africa, 1, 46199.0
Ayomide FOLORUNSO, carrera 400 m con vallas, Torneo de Chad, 1, 50696.0
Azmera ABREHA, carrera 42000 m, Torneo de Palau, 1, 7311781.0
Azmera ABREHA, carrera 42000 m, Torneo de Colombia, 1, 8029944.0
Azmera GEBRU, carrera 42000 m, Torneo de Russia, 1, 7303562.0
Azmera GEBRU, carrera 42000 m, Torneo de Uganda, 1, 8030363.0
Barbora ŠPOTÁKOVÁ, lanzamiento de jabalina, Torneo de Thailand, 2, 9953.0
Barbora ŠPOTÁKOVÁ, lanzamiento de jabalina, Torneo de Bolivia, 8, 9064.0
Barnabas KIPYEGO, carrera 3000 m con vallas, Torneo de Australia, 1, 481256.0
Barnabas KIPYEGO, carrera 3000 m con vallas, Torneo de United Arab Emirates, 1, 529130.0
Beatrice CHEBET, carrera 5000 m, Torneo de Angola, 1, 772188.0
Beatrice CHEBET, carrera 5000 m, Torneo de South Korea, 1, 849057.0
Beatrice CHEPKOECH, carrera 3000 m con vallas, Torneo de Kyrgyzstan, 1, 481056.0
Beatrice CHEPKOECH, carrera 3000 m con vallas, Torneo de Scotland, 1, 529067.0
Beatrice CHEPKOECH, carrera 5000 m, Torneo de Ghana, 1, 772231.0
Beatrice CHEPKOECH, carrera 5000 m, Torneo de Dominican Republic, 1, 848797.0
Bedan KAROKI, carrera 21000 m, Torneo de Suriname, 1, 3483548.0
Bedan KAROKI, carrera 21000 m, Torneo de Rwanda, 1, 3827918.0
Ben BROEDERS, salto con pertiga, Torneo de Virgin Islands (British), 5, 667.0
Ben BROEDERS, salto con pertiga, Torneo de Guyana, 7, 606.0
Benard KIMELI, carrera 21000 m, Torneo de Indonesia, 1, 3485931.0
Benard KIMELI, carrera 21000 m, Torneo de Congo Democratic Republic of the, 1, 3826137.0
Bence HALÁSZ, lanzamiento de martillo, Torneo de Argentina, 9, 8991.0
Bence HALÁSZ, lanzamiento de martillo, Torneo de Bangladesh, 10, 8174.0
Benjamin KIGEN, carrera 3000 m con vallas, Torneo de Sweden, 1, 481168.0
Benjamin KIGEN, carrera 3000 m con vallas, Torneo de Kazakhstan, 1, 528889.0
Benjamin WILLIAMS, salto triple, Torneo de Guyana, 10, 1996.0
Benjamin WILLIAMS, salto triple, Torneo de Marshall Islands, 6, 1815.0
Berehanu TSEGU, carrera 10000 m, Torneo de Belarus, 1, 1608306.0
Berehanu TSEGU, carrera 10000 m, Torneo de Mauritius, 1, 1768547.0
Berehanu TSEGU, carrera 21000 m, Torneo de Sri Lanka, 1, 3481292.0
Berehanu TSEGU, carrera 21000 m, Torneo de Finland, 1, 3828021.0
Bernardo BALOYES, carrera 200 m, Torneo de Guinea-Bissau, 1, 19522.0
Bernardo BALOYES, carrera 200 m, Torneo de Sao Tome and Principe, 1, 21440.0
Bernhard SEIFERT, lanzamiento de jabalina, Torneo de Portugal, 8, 9966.0
Bernhard SEIFERT, lanzamiento de jabalina, Torneo de Guinea-Bissau, 4, 9062.0
Beth DOBBIN, carrera 200 m, Torneo de Saint Kitts and Nevis, 1, 19502.0
Beth DOBBIN, carrera 200 m, Torneo de Ethiopia, 1, 21429.0
Bethwell BIRGEN, carrera 1500 m, Torneo de United States, 1, 208797.0
Bethwell BIRGEN, carrera 1500 m, Torneo de Argentina, 1, 229496.0
Bin FENG, lanzamiento de disco, Torneo de Rwanda, 8, 7905.0
Bin FENG, lanzamiento de disco, Torneo de Central African Republic, 3, 7191.0
Birhane DIBABA, carrera 21000 m, Torneo de Guinea, 1, 3488790.0
Birhane DIBABA, carrera 21000 m, Torneo de Chile, 1, 3828892.0
Birhane DIBABA, carrera 42000 m, Torneo de Gambia, 1, 7303234.0
Birhane DIBABA, carrera 42000 m, Torneo de Syria, 1, 8023527.0
Birhanu BALEW, carrera 5000 m, Torneo de Ecuador, 1, 772110.0
Birhanu BALEW, carrera 5000 m, Torneo de Fiji, 1, 849170.0
Birhanu LEGESE, carrera 42000 m, Torneo de Botswana, 1, 7303206.0
Birhanu LEGESE, carrera 42000 m, Torneo de Australia, 1, 8023472.0
Blessing OKAGBARE, carrera 100 m, Torneo de Guinea-Bissau, 1, 9760.0
Blessing OKAGBARE, carrera 100 m, Torneo de Russia, 1, 10736.0
Blessing OKAGBARE, carrera 200 m, Torneo de Oman, 1, 19508.0
Blessing OKAGBARE, carrera 200 m, Torneo de Austria, 1, 21449.0
Bob BERTEMES, lanzamiento de bala, Torneo de United Arab Emirates, 1, 2521.0
Bob BERTEMES, lanzamiento de bala, Torneo de Italy, 3, 2292.0
Bohdan BONDARENKO, salto de altura, Torneo de Ukraine, 8, 261.0
Bohdan BONDARENKO, salto de altura, Torneo de Bahamas, 8, 237.0
Brandon MCBRIDE, carrera 800 m, Torneo de Grenada, 1, 102106.0
Brandon MCBRIDE, carrera 800 m, Torneo de Brazil, 1, 111994.0
Briana WILLIAMS, carrera 100 m, Torneo de Qatar, 1, 9762.0
Briana WILLIAMS, carrera 100 m, Torneo de United Arab Emirates, 1, 10736.0
Brianna MCNEAL, carrera 110 m con vallas, Torneo de Iraq, 1, 12109.0
Brianna MCNEAL, carrera 110 m con vallas, Torneo de Afghanistan, 1, 13293.0
Brigid KOSGEI, carrera 21000 m, Torneo de Vatican City, 1, 3482843.0
Brigid KOSGEI, carrera 21000 m, Torneo de Northern Ireland, 1, 3828074.0
Brigid KOSGEI, carrera 42000 m, Torneo de Ethiopia, 1, 7305943.0
Brigid KOSGEI, carrera 42000 m, Torneo de Ireland, 1, 8026138.0
Britany ANDERSON, carrera 110 m con vallas, Torneo de Antigua and Barbuda, 1, 12105.0
Britany ANDERSON, carrera 110 m con vallas, Torneo de Maldives, 1, 13297.0
Brittany BROWN, carrera 200 m, Torneo de Tonga, 1, 19508.0
Brittany BROWN, carrera 200 m, Torneo de Costa Rica, 1, 21446.0
Brittany CREW, lanzamiento de bala, Torneo de Ivory Coast, 8, 2521.0
Brittany CREW, lanzamiento de bala, Torneo de Qatar, 7, 2291.0
Brittney REESE, salto largo, Torneo de Burundi, 9, 956.0
Brittney REESE, salto largo, Torneo de Gabon, 7, 869.0
Brooke ANDERSEN, lanzamiento de martillo, Torneo de Mauritius, 7, 8990.0
Brooke ANDERSEN, lanzamiento de martillo, Torneo de Comoros, 8, 8177.0
Bryce HOPPEL, carrera 800 m, Torneo de Tunisia, 1, 102083.0
Bryce HOPPEL, carrera 800 m, Torneo de Bulgaria, 1, 112070.0
Cambrea STURGIS, carrera 200 m, Torneo de Algeria, 1, 19506.0
Cambrea STURGIS, carrera 200 m, Torneo de Albania, 1, 21436.0
Carina HORN, carrera 100 m, Torneo de Canada, 1, 9764.0
Carina HORN, carrera 100 m, Torneo de Mauritius, 1, 10733.0
Caroline Chepkoech KIPKIRUI, carrera 21000 m, Torneo de North Korea, 1, 3481586.0
Caroline Chepkoech KIPKIRUI, carrera 21000 m, Torneo de Cuba, 1, 3825784.0
Caroline Chepkoech KIPKIRUI, carrera 5000 m, Torneo de Myanmar, 1, 772171.0
Caroline Chepkoech KIPKIRUI, carrera 5000 m, Torneo de Pakistan, 1, 849044.0
Cassandra TATE, carrera 400 m con vallas, Torneo de Indonesia, 1, 46113.0
Cassandra TATE, carrera 400 m con vallas, Torneo de Cambodia, 1, 50675.0
Caster SEMENYA, carrera 800 m, Torneo de Iran, 1, 102076.0
Caster SEMENYA, carrera 800 m, Torneo de Costa Rica, 1, 112072.0
Caterine IBARGUEN, salto largo, Torneo de Tanzania, 10, 956.0
Caterine IBARGUEN, salto largo, Torneo de Togo, 1, 869.0
Caterine IBARGUEN, salto triple, Torneo de Angola, 7, 1995.0
Caterine IBARGUEN, salto triple, Torneo de Laos, 1, 1814.0
Catriona BISSET, carrera 800 m, Torneo de Hungary, 1, 101954.0
Catriona BISSET, carrera 800 m, Torneo de South Africa, 1, 112078.0
Celliphine Chepteek CHESPOL, carrera 3000 m con vallas, Torneo de Denmark, 1, 481266.0
Celliphine Chepteek CHESPOL, carrera 3000 m con vallas, Torneo de Ghana, 1, 529006.0
Chala BEYO, carrera 3000 m con vallas, Torneo de Georgia, 1, 481040.0
Chala BEYO, carrera 3000 m con vallas, Torneo de Mozambique, 1, 529015.0
Chanel BRISSETT, carrera 110 m con vallas, Torneo de Virgin Islands (British), 1, 12107.0
Chanel BRISSETT, carrera 110 m con vallas, Torneo de Samoa, 1, 13303.0
Changzhou HUANG, salto largo, Torneo de Puerto Rico, 8, 956.0
Changzhou HUANG, salto largo, Torneo de Equatorial Guinea, 9, 870.0
Chantel MALONE, salto largo, Torneo de Saint Kitts and Nevis, 2, 956.0
Chantel MALONE, salto largo, Torneo de Saint Vincent and the Grenadines, 1, 869.0
Chao-Tsun CHENG, lanzamiento de jabalina, Torneo de Syria, 6, 9968.0
Chao-Tsun CHENG, lanzamiento de jabalina, Torneo de Equatorial Guinea, 4, 9063.0
Charlie DAVALL GRICE, carrera 1500 m, Torneo de Guatemala, 1, 208780.0
Charlie DAVALL GRICE, carrera 1500 m, Torneo de Kiribati, 1, 229577.0
Chase EALEY, lanzamiento de bala, Torneo de Bahrain, 5, 2521.0
Chase EALEY, lanzamiento de bala, Torneo de Kazakhstan, 5, 2291.0
Chengetayi MAPAYA, salto triple, Torneo de Switzerland, 9, 1996.0
Chengetayi MAPAYA, salto triple, Torneo de Macedonia, 7, 1814.0
Chloe ABBOTT, carrera 400 m, Torneo de Libya, 1, 43484.0
Chloe ABBOTT, carrera 400 m, Torneo de Colombia, 1, 47790.0
Chrisann GORDON, carrera 400 m, Torneo de Italy, 1, 43467.0
Chrisann GORDON, carrera 400 m, Torneo de Wales, 1, 47791.0
Christian COLEMAN, carrera 100 m, Torneo de Philippines, 1, 9762.0
Christian COLEMAN, carrera 100 m, Torneo de Latvia, 1, 10726.0
Christian COLEMAN, carrera 200 m, Torneo de South Africa, 1, 19505.0
Christian COLEMAN, carrera 200 m, Torneo de North Korea, 1, 21449.0
Christian TAYLOR, salto triple, Torneo de Slovenia, 2, 1994.0
Christian TAYLOR, salto triple, Torneo de Oman, 6, 1815.0
Christin HUSSONG, lanzamiento de jabalina, Torneo de Eritrea, 3, 9966.0
Christin HUSSONG, lanzamiento de jabalina, Torneo de Lithuania, 8, 9065.0
Christina CLEMONS, carrera 110 m con vallas, Torneo de France, 1, 12103.0
Christina CLEMONS, carrera 110 m con vallas, Torneo de Uganda, 1, 13302.0
Christina SCHWANITZ, lanzamiento de bala, Torneo de United States, 6, 2520.0
Christina SCHWANITZ, lanzamiento de bala, Torneo de Vatican City, 2, 2291.0
Christine BOTLOGETSWE, carrera 400 m, Torneo de Australia, 1, 43471.0
Christine BOTLOGETSWE, carrera 400 m, Torneo de Cambodia, 1, 47791.0
Christoph HARTING, lanzamiento de disco, Torneo de Norway, 4, 7905.0
Christoph HARTING, lanzamiento de disco, Torneo de Mexico, 1, 7187.0
Christopher NILSEN, salto con pertiga, Torneo de Puerto Rico, 10, 667.0
Christopher NILSEN, salto con pertiga, Torneo de Azerbaijan, 4, 606.0
Chukwuebuka ENEKWECHI, lanzamiento de bala, Torneo de Benin, 6, 2521.0
Chukwuebuka ENEKWECHI, lanzamiento de bala, Torneo de Monaco, 5, 2292.0
Ciara MAGEEAN, carrera 1500 m, Torneo de Bhutan, 1, 209043.0
Ciara MAGEEAN, carrera 1500 m, Torneo de Panama, 1, 229635.0
Clarence MUNYAI, carrera 200 m, Torneo de Peru, 1, 19503.0
Clarence MUNYAI, carrera 200 m, Torneo de Zambia, 1, 21434.0
Claudine VITA, lanzamiento de disco, Torneo de Sudan, 9, 7905.0
Claudine VITA, lanzamiento de disco, Torneo de India, 3, 7189.0
Clayton MURPHY, carrera 800 m, Torneo de Monaco, 1, 101925.0
Clayton MURPHY, carrera 800 m, Torneo de Nicaragua, 1, 112059.0
Cole WALSH, salto con pertiga, Torneo de Suriname, 10, 667.0
Cole WALSH, salto con pertiga, Torneo de Djibouti, 10, 606.0
Colleen QUIGLEY, carrera 3000 m con vallas, Torneo de Madagascar, 1, 481375.0
Colleen QUIGLEY, carrera 3000 m con vallas, Torneo de Botswana, 1, 529033.0
Collins KIPRUTO, carrera 800 m, Torneo de Czechia, 1, 101906.0
Collins KIPRUTO, carrera 800 m, Torneo de Rwanda, 1, 112056.0
Conor MCCULLOUGH, lanzamiento de martillo, Torneo de Venezuela, 10, 8988.0
Conor MCCULLOUGH, lanzamiento de martillo, Torneo de Denmark, 7, 8181.0
Conseslus KIPRUTO, carrera 3000 m con vallas, Torneo de Italy, 1, 481433.0
Conseslus KIPRUTO, carrera 3000 m con vallas, Torneo de New Zealand, 1, 528674.0
