Aleia HOBBS, carrera 100 m, Torneo de Namibia, 1, 9760;
Michał HARATYK, lanzamiento de bala, Torneo de Jamaica, 2, 2521;
Michał HARATYK, lanzamiento de bala, Torneo de Turkey, 10, 2293;
Hamish KERR, salto de altura, Torneo de Algeria, 10, 261;
Hamish KERR, salto de altura, Torneo de Vietnam, 6, 237;
Amy HUNT, carrera 200 m, Torneo de Greece, 1, 19501;
Amy HUNT, carrera 200 m, Torneo de Netherlands, 1, 21438;
Jenny SIMPSON, carrera 1500 m, Torneo de Mali, 1, 208884;
Jenny SIMPSON, carrera 1500 m, Torneo de Barbados, 1, 229430;
Donald SCOTT, salto triple, Torneo de Suriname, 4, 1995;
Donald SCOTT, salto triple, Torneo de Mozambique, 7, 1814;
Grant HOLLOWAY, carrera 110 m con vallas, Torneo de Canada, 1, 12101;
Grant HOLLOWAY, carrera 110 m con vallas, Torneo de Vanuatu, 1, 13308;
Arshad NADEEM, lanzamiento de jabalina, Torneo de Japan, 10, 9968;
Arshad NADEEM, lanzamiento de jabalina, Torneo de Finland, 10, 9062;
Daisy JEPKEMEI, carrera 3000 m con vallas, Torneo de Ecuador, 1, 481060;
Daisy JEPKEMEI, carrera 3000 m con vallas, Torneo de Guyana, 1, 528623;
Miltiadis TENTOGLOU, salto largo, Torneo de Brazil, 2, 956;
Miltiadis TENTOGLOU, salto largo, Torneo de Mozambique, 3, 869;
Nikita TRACEY, carrera 400 m con vallas, Torneo de Ivory Coast, 1, 46153;
Nikita TRACEY, carrera 400 m con vallas, Torneo de Zambia, 1, 50617;
Andriy PROTSENKO, salto de altura, Torneo de Bahrain, 8, 261;
Andriy PROTSENKO, salto de altura, Torneo de Wales, 8, 237;
Oliver HELANDER, lanzamiento de jabalina, Torneo de Comoros, 10, 9956;
Oliver HELANDER, lanzamiento de jabalina, Torneo de South Africa, 6, 9067;
Anita WŁODARCZYK, lanzamiento de martillo, Torneo de Sudan, 4, 8990;
Anita WŁODARCZYK, lanzamiento de martillo, Torneo de Vanuatu, 1, 8175;
Rabii DOUKKANA, carrera 1500 m, Torneo de Vietnam, 1, 208801;
Rabii DOUKKANA, carrera 1500 m, Torneo de Kiribati, 1, 229628;
Marcin LEWANDOWSKI, carrera 1500 m, Torneo de Norway, 1, 208843;
Marcin LEWANDOWSKI, carrera 1500 m, Torneo de Brazil, 1, 229592;
Takele NIGATE, carrera 3000 m con vallas, Torneo de Venezuela, 1, 481059;
Takele NIGATE, carrera 3000 m con vallas, Torneo de Chile, 1, 528903;
Abdelmalik LAHOULOU, carrera 400 m con vallas, Torneo de Chile, 1, 46099;
Abdelmalik LAHOULOU, carrera 400 m con vallas, Torneo de Lithuania, 1, 50702;
Ludvy VAILLANT, carrera 400 m con vallas, Torneo de Vietnam, 1, 46118;
Ludvy VAILLANT, carrera 400 m con vallas, Torneo de Gambia, 1, 50697;
Haruka KITAGUCHI, lanzamiento de jabalina, Torneo de Bulgaria, 6, 9966;
Haruka KITAGUCHI, lanzamiento de jabalina, Torneo de Lithuania, 1, 9072;
Cornelius TUWEI, carrera 800 m, Torneo de San Marino, 1, 102008;
Cornelius TUWEI, carrera 800 m, Torneo de Rwanda, 1, 112055;
Beatrice CHEBET, carrera 5000 m, Torneo de Angola, 1, 772188;
Beatrice CHEBET, carrera 5000 m, Torneo de South Korea, 1, 849057;
Ariana INCE, lanzamiento de jabalina, Torneo de Kuwait, 4, 9967;
Ariana INCE, lanzamiento de jabalina, Torneo de Norway, 4, 9064;
Blessing OKAGBARE, carrera 200 m, Torneo de Oman, 1, 19508;
Blessing OKAGBARE, carrera 200 m, Torneo de Austria, 1, 21449;
Tori BOWIE, salto largo, Torneo de Kyrgyzstan, 5, 956;
Tori BOWIE, salto largo, Torneo de Malaysia, 8, 869;
Andrew RILEY, carrera 110 m con vallas, Torneo de Dominica, 1, 12100;
Andrew RILEY, carrera 110 m con vallas, Torneo de Ecuador, 1, 13304;
Whitney ASHLEY, lanzamiento de disco, Torneo de Qatar, 9, 7905;
Whitney ASHLEY, lanzamiento de disco, Torneo de Sweden, 6, 7194;
Shura KITATA, carrera 42000 m, Torneo de Slovakia, 1, 7307905;
Shura KITATA, carrera 42000 m, Torneo de Myanmar, 1, 8024238;
Ronald LEVY, carrera 110 m con vallas, Torneo de Tunisia, 1, 12104;
Ronald LEVY, carrera 110 m con vallas, Torneo de Oman, 1, 13305;
Omar MCLEOD, carrera 110 m con vallas, Torneo de Kosovo, 1, 12099;
Omar MCLEOD, carrera 110 m con vallas, Torneo de Kenya, 1, 13307;
Shanieka RICKETTS, salto triple, Torneo de Barbados, 6, 1995;
Shanieka RICKETTS, salto triple, Torneo de Kazakhstan, 10, 1814;
Jonielle SMITH, carrera 100 m, Torneo de Germany, 1, 9763;
Jonielle SMITH, carrera 100 m, Torneo de Lesotho, 1, 10734;
Réka GYURÁTZ, lanzamiento de martillo, Torneo de Sri Lanka, 6, 8989;
Réka GYURÁTZ, lanzamiento de martillo, Torneo de Panama, 1, 8175;
Devon ALLEN, carrera 110 m con vallas, Torneo de Micronesia, 1, 12105;
Devon ALLEN, carrera 110 m con vallas, Torneo de Timor-Leste, 1, 13304;
Andy DÍAZ, salto triple, Torneo de Luxembourg, 4, 1995;
Andy DÍAZ, salto triple, Torneo de Niger, 9, 1815;
Kenneth BEDNAREK, carrera 400 m, Torneo de Uzbekistan, 1, 43496;
Kenneth BEDNAREK, carrera 400 m, Torneo de Taiwan, 1, 47784;
Sisay LEMMA, carrera 42000 m, Torneo de Peru, 1, 7309275;
Sisay LEMMA, carrera 42000 m, Torneo de Kiribati, 1, 8023521;
Jakob INGEBRIGTSEN, carrera 1500 m, Torneo de Jamaica, 1, 208949;
Jakob INGEBRIGTSEN, carrera 1500 m, Torneo de Finland, 1, 229578;
Laura MUIR, carrera 800 m, Torneo de Malawi, 1, 101895;
Laura MUIR, carrera 800 m, Torneo de Pakistan, 1, 112043;
Ana ŠIMIĆ, salto de altura, Torneo de Mauritius, 1, 261;
Ana ŠIMIĆ, salto de altura, Torneo de Vatican City, 5, 237;
Laulauga TAUSAGA, lanzamiento de disco, Torneo de Jamaica, 3, 7904;
Laulauga TAUSAGA, lanzamiento de disco, Torneo de Suriname, 3, 7187;
Birhane DIBABA, carrera 42000 m, Torneo de Gambia, 1, 7303234;
Birhane DIBABA, carrera 42000 m, Torneo de Syria, 1, 8023527;
Josh KERR, carrera 1500 m, Torneo de Finland, 1, 208786;
Josh KERR, carrera 1500 m, Torneo de Azerbaijan, 1, 229632;
Twanisha TERRY, carrera 100 m, Torneo de Scotland, 1, 9769;
Twanisha TERRY, carrera 100 m, Torneo de Luxembourg, 1, 10734;
Sydney MCLAUGHLIN, carrera 400 m con vallas, Torneo de Jamaica, 1, 46095;
Sydney MCLAUGHLIN, carrera 400 m con vallas, Torneo de Costa Rica, 1, 50649;
Bohdan BONDARENKO, salto de altura, Torneo de Botswana, 1, 261;
Bohdan BONDARENKO, salto de altura, Torneo de Turkmenistan, 10, 237;
Ivana ŠPANOVIĆ, salto largo, Torneo de Burundi, 7, 956;
Ivana ŠPANOVIĆ, salto largo, Torneo de Singapore, 1, 869;
Daniil TSYPLAKOV, salto de altura, Torneo de Croatia, 8, 261;
Daniil TSYPLAKOV, salto de altura, Torneo de Slovakia, 6, 237;
Nicola MCDERMOTT, salto de altura, Torneo de Afghanistan, 10, 261;
Nicola MCDERMOTT, salto de altura, Torneo de Namibia, 6, 237;
Hibiki TSUHA, salto largo, Torneo de France, 6, 956;
Hibiki TSUHA, salto largo, Torneo de Wales, 5, 869;
Timothy CHERUIYOT, carrera 800 m, Torneo de Hungary, 1, 101989;
Timothy CHERUIYOT, carrera 800 m, Torneo de Slovenia, 1, 111995;
Darya KLISHINA, salto largo, Torneo de Albania, 8, 956;
Darya KLISHINA, salto largo, Torneo de Turkmenistan, 9, 869;
Karoline Bjerkeli GRØVDAL, carrera 5000 m, Torneo de Djibouti, 1, 772375;
Karoline Bjerkeli GRØVDAL, carrera 5000 m, Torneo de Czechia, 1, 849135;
Sofiya PALKINA, lanzamiento de martillo, Torneo de Grenada, 6, 8984;
Sofiya PALKINA, lanzamiento de martillo, Torneo de El Salvador, 8, 8175;
Yalemzerf YEHUALAW, carrera 21000 m, Torneo de Azerbaijan, 1, 3482942;
Yalemzerf YEHUALAW, carrera 21000 m, Torneo de Marshall Islands, 1, 3827260;
Reuben Kiprop KIPYEGO, carrera 42000 m, Torneo de Tanzania, 1, 7302147;
Reuben Kiprop KIPYEGO, carrera 42000 m, Torneo de Cambodia, 1, 8030629;
Maksim NEDASEKAU, salto de altura, Torneo de Germany, 10, 261;
Maksim NEDASEKAU, salto de altura, Torneo de Uruguay, 7, 237;
Aminat JAMAL, carrera 400 m con vallas, Torneo de Haiti, 1, 46108;
Aminat JAMAL, carrera 400 m con vallas, Torneo de Botswana, 1, 50698;
Chao-Tsun CHENG, lanzamiento de jabalina, Torneo de Syria, 6, 9968;
Chao-Tsun CHENG, lanzamiento de jabalina, Torneo de Equatorial Guinea, 4, 9063;
Brittney REESE, salto largo, Torneo de Burundi, 9, 956;
Brittney REESE, salto largo, Torneo de Namibia, 5, 869;
Marco AROP, carrera 800 m, Torneo de Central African Republic, 1, 101895;
Marco AROP, carrera 800 m, Torneo de Zimbabwe, 1, 112075;
Tsehay GEMECHU, carrera 5000 m, Torneo de Malawi, 1, 772342;
Tsehay GEMECHU, carrera 5000 m, Torneo de Lebanon, 1, 849076;
Abadi HADIS, carrera 5000 m, Torneo de Estonia, 1, 772645;
Abadi HADIS, carrera 5000 m, Torneo de Lithuania, 1, 849157;
Ruti AGA, carrera 42000 m, Torneo de Turkey, 1, 7301667;
Ruti AGA, carrera 42000 m, Torneo de Japan, 1, 8030158;
Darlan ROMANI, lanzamiento de bala, Torneo de Sri Lanka, 8, 2521;
Darlan ROMANI, lanzamiento de bala, Torneo de Ukraine, 8, 2291;
Alin Alexandru FIRFIRICA, lanzamiento de disco, Torneo de Chad, 3, 7905;
Alin Alexandru FIRFIRICA, lanzamiento de disco, Torneo de Myanmar, 3, 7187;
Berehanu TSEGU, carrera 10000 m, Torneo de Belarus, 1, 1608306;
Berehanu TSEGU, carrera 10000 m, Torneo de Mauritius, 1, 1768547;
Mesud PEZER, lanzamiento de bala, Torneo de Sweden, 10, 2521;
Mesud PEZER, lanzamiento de bala, Torneo de India, 5, 2291;
Zharnel HUGHES, carrera 100 m, Torneo de Sri Lanka, 1, 9766;
Zharnel HUGHES, carrera 100 m, Torneo de Morocco, 1, 10734;
Djilali BEDRANI, carrera 3000 m con vallas, Torneo de Moldova, 1, 482078;
Djilali BEDRANI, carrera 3000 m con vallas, Torneo de Turkmenistan, 1, 528354;
Lopez LOMONG, carrera 10000 m, Torneo de Bhutan, 1, 1608036;
Lopez LOMONG, carrera 10000 m, Torneo de Maldives, 1, 1768421;
Hugues Fabrice ZANGO, salto triple, Torneo de Brazil, 3, 1994;
Hugues Fabrice ZANGO, salto triple, Torneo de Benin, 5, 1816;
Divine ODUDURU, carrera 100 m, Torneo de Djibouti, 1, 9761;
Divine ODUDURU, carrera 100 m, Torneo de Central African Republic, 1, 10716;
Letesenbet GIDEY, carrera 5000 m, Torneo de Algeria, 1, 772303;
Letesenbet GIDEY, carrera 5000 m, Torneo de Australia, 1, 849287;
Daniel STÅHL, lanzamiento de disco, Torneo de Benin, 5, 7905;
Daniel STÅHL, lanzamiento de disco, Torneo de Austria, 8, 7189;
Caroline Chepkoech KIPKIRUI, carrera 21000 m, Torneo de North Korea, 1, 3481586;
Caroline Chepkoech KIPKIRUI, carrera 21000 m, Torneo de Cuba, 1, 3825784;
Gabriel CONSTANTINO, carrera 110 m con vallas, Torneo de Timor-Leste, 1, 12098;
Gabriel CONSTANTINO, carrera 110 m con vallas, Torneo de Lesotho, 1, 13306;
Blessing OKAGBARE, carrera 100 m, Torneo de Guinea-Bissau, 1, 9760;
Blessing OKAGBARE, carrera 100 m, Torneo de Russia, 1, 10736;
Halimah NAKAAYI, carrera 800 m, Torneo de Cambodia, 1, 101916;
Halimah NAKAAYI, carrera 800 m, Torneo de Trinidad and Tobago, 1, 112041;
Tsehay GEMECHU, carrera 21000 m, Torneo de Cambodia, 1, 3481952;
Tsehay GEMECHU, carrera 21000 m, Torneo de Monaco, 1, 3828843;
Joanna FIODOROW, lanzamiento de martillo, Torneo de San Marino, 1, 8986;
Joanna FIODOROW, lanzamiento de martillo, Torneo de Costa Rica, 5, 8175;
Getnet WALE, carrera 3000 m con vallas, Torneo de Greece, 1, 481590;
Getnet WALE, carrera 3000 m con vallas, Torneo de Slovenia, 1, 528948;
Armin SINANČEVIĆ, lanzamiento de bala, Torneo de Papua New Guinea, 5, 2520;
Armin SINANČEVIĆ, lanzamiento de bala, Torneo de Syria, 2, 2292;
Gwen BERRY, lanzamiento de martillo, Torneo de Senegal, 10, 8979;
Gwen BERRY, lanzamiento de martillo, Torneo de Ireland, 7, 8174;
Mirela DEMIREVA, salto de altura, Torneo de Bolivia, 4, 261;
Mirela DEMIREVA, salto de altura, Torneo de Timor-Leste, 8, 237;
Fedrick DACRES, lanzamiento de disco, Torneo de Paraguay, 4, 7904;
Fedrick DACRES, lanzamiento de disco, Torneo de Uzbekistan, 1, 7189;
Purity Cherotich RIONORIPO, carrera 42000 m, Torneo de Germany, 1, 7303553;
Purity Cherotich RIONORIPO, carrera 42000 m, Torneo de Chad, 1, 8031054;
Dera DIDA, carrera 10000 m, Torneo de Montenegro, 1, 1609982;
Dera DIDA, carrera 10000 m, Torneo de Vatican City, 1, 1768566;
Vincent Kiprotich KIBET, carrera 10000 m, Torneo de Vietnam, 1, 1609953;
Vincent Kiprotich KIBET, carrera 10000 m, Torneo de Bahrain, 1, 1767971;
Asefa MENGSTU, carrera 42000 m, Torneo de Japan, 1, 7302153;
Asefa MENGSTU, carrera 42000 m, Torneo de Honduras, 1, 8030109;
Piotr MAŁACHOWSKI, lanzamiento de disco, Torneo de Rwanda, 4, 7903;
Piotr MAŁACHOWSKI, lanzamiento de disco, Torneo de Cambodia, 6, 7186;
Dawit SEYAUM, carrera 1500 m, Torneo de Oman, 1, 208772;
Dawit SEYAUM, carrera 1500 m, Torneo de Equatorial Guinea, 1, 229624;
Ruswahl SAMAAI, salto largo, Torneo de Antigua and Barbuda, 9, 956;
Ruswahl SAMAAI, salto largo, Torneo de North Korea, 3, 869;
Yaming ZHU, salto triple, Torneo de Puerto Rico, 3, 1996;
Yaming ZHU, salto triple, Torneo de Uganda, 8, 1815;
Kara WINGER, lanzamiento de jabalina, Torneo de Poland, 6, 9966;
Kara WINGER, lanzamiento de jabalina, Torneo de Malta, 7, 9066;
Joan Chelimo MELLY, carrera 21000 m, Torneo de Nicaragua, 1, 3482666;
Joan Chelimo MELLY, carrera 21000 m, Torneo de Saudi Arabia, 1, 3824795;
Jacob KROP, carrera 5000 m, Torneo de Guyana, 1, 772722;
Jacob KROP, carrera 5000 m, Torneo de Montenegro, 1, 848625;
Paul CHELIMO, carrera 5000 m, Torneo de Saudi Arabia, 1, 772442;
Paul CHELIMO, carrera 5000 m, Torneo de Myanmar, 1, 849132;
Leonard BARSOTON, carrera 21000 m, Torneo de Papua New Guinea, 1, 3484102;
Leonard BARSOTON, carrera 21000 m, Torneo de Guatemala, 1, 3827516;
Shaunae MILLER-UIBO, carrera 400 m, Torneo de Ghana, 1, 43463;
Shaunae MILLER-UIBO, carrera 400 m, Torneo de Guinea-Bissau, 1, 47737;
Janieve RUSSELL, carrera 400 m con vallas, Torneo de Taiwan, 1, 46208;
Janieve RUSSELL, carrera 400 m con vallas, Torneo de Liberia, 1, 50684;
Roberto SKYERS, carrera 100 m, Torneo de Cyprus, 1, 9766;
Roberto SKYERS, carrera 100 m, Torneo de Morocco, 1, 10726;
Stanley Kipkoech KEBENEI, carrera 3000 m con vallas, Torneo de Ghana, 1, 481207;
Stanley Kipkoech KEBENEI, carrera 3000 m con vallas, Torneo de Vatican City, 1, 529060;
Konstanze KLOSTERHALFEN, carrera 5000 m, Torneo de Cameroon, 1, 772460;
Konstanze KLOSTERHALFEN, carrera 5000 m, Torneo de Congo Democratic Republic of the, 1, 849050;
Antonio ALKANA, carrera 110 m con vallas, Torneo de Romania, 1, 12099;
Antonio ALKANA, carrera 110 m con vallas, Torneo de Papua New Guinea, 1, 13307;
Kinde ATANAW, carrera 42000 m, Torneo de Guyana, 1, 7301386;
Kinde ATANAW, carrera 42000 m, Torneo de Lithuania, 1, 8025039;
Charlie DAVALL GRICE, carrera 1500 m, Torneo de Guatemala, 1, 208780;
Charlie DAVALL GRICE, carrera 1500 m, Torneo de Kiribati, 1, 229577;
Kristin PUDENZ, lanzamiento de disco, Torneo de Argentina, 8, 7905;
Kristin PUDENZ, lanzamiento de disco, Torneo de Georgia, 3, 7187;
